Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
Varianten zur Liquidation der Kongresshaus Zürich AG im Hinblick auf das Ende des laufenden Vertrags,Postulat,c991a78222b44f6aac9700a41bd83ac0,2022-08-31T00:00:00.000,Florian Blättler,SP,Christina Horisberger,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Abgabe von Quittungen bei Personenkontrollen der Stadtpolizei als Massnahme gegen Racial Profiling,Postulat,8ce9b345a5b24947b09380da7c7fd1d8,2022-08-31T00:00:00.000,Reis Luzhnica,SP,Severin Meier,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Entwicklung des Frauenfussballs, Anzahl Teams nach Geschlecht und Alter, Wartelisten bei den Fussballclubs, Massnahmen zum Abbau der Wartelisten, Trainings- und Spielkapazitäten für den Spitzenfussball der Frauen sowie Ergebnisse der Förderung des Frauenanteils im Jugendsport",Schriftliche Anfrage,f8bbbfc0658b4a12b7426943db53772b,2022-09-07T00:00:00.000,Balz Bürgisser,Grüne,Lisa Diggelmann,SP,Abgeschlossen,,
Verordnung für ein neues Vergütungsmodell für die Stromrücklieferung aus Photovoltaik-Anlagen,Motion,39a69b0d609d48cfa592804f9135096c,2022-09-14T00:00:00.000,Dominik Waser,Grüne,Patrick Tscherrig,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Massnahmenpaket für das Abstellen der E-Scooters zur Verhinderung von Konflikten mit zu Fuss Gehenden oder mobilitätseingeschränkten Menschen,Postulat,176c568b58c1429f9b5c807a9c8d10e2,2022-09-14T00:00:00.000,Islam Alijaj,SP,Carla Reinhard,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Umsetzung der Velovorzugsroute Affoltern–Oerlikon unter Vermeidung von Konflikten zwischen Velofahrenden und den Besuchenden des Jonas-Furrer-Parks,Postulat,658a9b81ff5244a5b7232990a9380ecc,2022-09-14T00:00:00.000,Benedikt Gerth,Die Mitte,Heidi Egger,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Energiesparmassnahmenpaket des Stadtrats, Energiesparbeiträge der verschiedenen Akteure, Motivierung nichtstaatlicher Betriebe, Stromsparpotenzial der Massnahmen, möglicher Verzicht auf die Abschaltung der Strassenbeleuchtung und Gewährleistung der Sicherheit bei Umsetzung dieser Massnahme",Schriftliche Anfrage,6ad9fa9bd35f4c3da7d6131ae916ef89,2022-09-14T00:00:00.000,Anna Graff,SP,Anna-Béatrice Schmaltz,Grüne,Abgeschlossen,,
"Energieeffizienz des städtischen Immobilienbestands, bisherige Massnahmen zur Senkung des Energieverbrauchs bei Wohn- und Gewerbeliegenschaften, Kriterien zum Vorgehen, Veränderung der Medienverbräuche und erzielte Einsparungen, Liegenschaften mit fossilen Energiequellen sowie Zusammenarbeit mit externen Fachpersonen",Schriftliche Anfrage,73604101fc1f4e788b90c50f181e50e9,2022-09-14T00:00:00.000,Reto Brüesch,SVP,Mathias Egloff,SP,Abgeschlossen,,
Unterstützung des Gewerbes mit einem eCargo-Bonus beim Umstieg von fossil betriebenen Fahrzeugen auf klimaverträgliche eCargo-Bikes,Postulat,7e50ed2b29cc433f8552603d523f4fb0,2022-09-21T00:00:00.000,Islam Alijaj,SP,Anna Graff,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Polizeiwache mit einer spezifischen Beratungs- und Annahmestelle für Anzeigen zur sexualisierten Gewalt,Postulat,8655ee1448fc40febda7dd888f192907,2022-09-28T00:00:00.000,Fanny de Weck,SP,Natascha Wey,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Umgang der Polizei mit Gewaltbetroffenen, Ausbildungsmassnahmen in einzelnen Themenbereichen, Thematisierung von Diskriminierung und daraus entstehende Vulnerabilitäten, Supervisionen zum Themenfeld Gewalt sowie Anpassung der Polizeiausbildung zur Umsetzung der Istanbul-Konvention",Schriftliche Anfrage,63618d9da3b6416391184b65e863ca00,2022-10-05T00:00:00.000,Anna-Béatrice Schmaltz,Grüne,Anna Graff,SP,Abgeschlossen,,
"Baulich abgetrennte Velowege, Einschätzung der objektiven Sicherheit, Vor- und Nachteile solcher Lösungen, Berücksichtigung der Strassenbegebenheiten und der unterschiedlichen baulichen Optionen sowie Beurteilung der baulichen Abtrennung als Qualitätsstandard",Schriftliche Anfrage,fe613526f06a449f8853336e77cbf568,2022-10-05T00:00:00.000,Anna Graff,SP,Marco Denoth,SP,Abgeschlossen,,
Verbleib des Schulpsychologischen Dienstes Schwamendingen an möglichst zentraler Lage im Quartier,Postulat,ed5e084d920b43ba84fb717eb58df941,2022-10-05T00:00:00.000,Dafi Muharemi,SP,Christian Monn,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Leistung eines Beitrags zum Wiederaufbau der Ukraine insbesondere in den Bereichen Stadtentwicklung, Verkehr und Wohnungsbau",Postulat,cd506a8dd47d403c96fd5707f752ebaf,2022-10-26T00:00:00.000,Rahel Habegger,SP,Cathrine Pauli,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Ferienanspruch für die städtischen Mitarbeitenden, Verteilung der Ansprüche hinsichtlich Alter und Funktionsstufen sowie mögliche Anpassung des Mindestanspruchs",Schriftliche Anfrage,5b8699d781db4054bc0b6273c2693770,2022-10-26T00:00:00.000,Ivo Bieri,SP,Judith Boppart,SP,Abgeschlossen,,
Sanierung des zur Schulanlage Allenmoos gehörenden Naturrasenplatzes hinsichtlich einer zusätzlichen Nutzung für Trainings des FC Unterstrass an den Abenden der Wintermonate,Postulat,e12d7542d60540f58adf6a0700bec716,2022-10-26T00:00:00.000,Sebastian Vogel,FDP,Marco Denoth,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
«Massnahmenplan Kreislaufwirtschaft und soziale Innovation» mit konkreten Massnahmen zur aktiven Förderung von Projekten sowie zum weiteren Ausbau entsprechender Initiativen,Postulat,2018a98919e944bea3c597c4696757a6,2022-11-02T00:00:00.000,Rahel Habegger,SP,Selina Walgis,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Mitgliedschaft von städtischen Mitarbeitenden in den sogenannten «Law Enforcement Motorcycle Clubs», Hintergründe zu den unterschiedlichen Einschätzungen der Clubs, mögliche Interessenkonflikte und Prüfung der Mitgliedschaften sowie Einschätzung der Symbolisierungen der Clubs",Schriftliche Anfrage,7d25316b3db24db5825128c98ed251ad,2022-11-02T00:00:00.000,Luca Maggi,Grüne,Fanny de Weck,SP,Abgeschlossen,,
Realisierung eines digitalen und dynamischen Velo-Parkleitsystems für die städtischen Velostationen,Postulat,b8dc767f477f4b3184489bff255f9829,2022-11-09T00:00:00.000,Serap Kahriman,GLP,Anna Graff,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Bereitstellung der Informationen der PHÄNOMENA 2024 in Gebärdensprache und als Leitsysteme für hörbehinderte Menschen,Postulat,2d01e0857c7040d898e58f3d682c255c,2022-11-09T00:00:00.000,Islam Alijaj,SP,Liv Mahrer,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Ermässigung der Ticketpreise der PHÄNOMENA 2024 für wenig Verdienende,Postulat,1493b93e16014bf69a47998444aa5bc2,2022-11-09T00:00:00.000,Liv Mahrer,SP,Islam Alijaj,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Anstieg der Jugendkriminalität und -gewalt, statistische Angaben zu den Verzeigungen, Gewaltdelikten, Strafen und Einstellungsverfügungen, Beurteilung der Zunahme und der Anzahl geschlossener Unterbringungsformen sowie präventive Massnahmen",Schriftliche Anfrage,a94406c647f84567a27f173107b01bc8,2022-11-09T00:00:00.000,Patrick Hässig,GLP,Alan David Sangines,SP,Abgeschlossen,,
"Impfsituation beim städtischen Personal, Nutzung der Gratisimpfungen, Angebot an nicht-evidenzbasierten Massnahmen zur Stärkung des Immunsystems, Motivierung des Personals in Gesundheits- und Pflegeeinrichtungen sowie Übersicht über die Weiterbildungen, in denen die Immunisierung thematisiert wird",Schriftliche Anfrage,f83b2d52d2ae4afb86448ac9e882b097,2022-11-09T00:00:00.000,Anna Graff,SP,Frank Rühli,FDP,Abgeschlossen,,
"Fortbestand des Impact Hubs, Pläne für die Sanierung und Nutzung des Limmathauses, rechtlicher Spielraum betreffend Vereinbarung zwischen der Stiftung Limmathaus und der Impact Hub Zürich AG, Auswahlprozess und Konzepte für die künftige Pacht sowie Unterstützung bei der Suche nach einem alternativen Standort",Schriftliche Anfrage,4af26866ecdc4d54947d602da1d9657c,2022-11-09T00:00:00.000,Islam Alijaj,SP,Dominik Waser,Grüne,Abgeschlossen,Rückzug,Rückzug
Inklusive barrierefreie Gestaltung von Pausen- und Spielräumen bei Neu- und Umbauten,Motion,7775a4e6eb00435593042d95be92a55a,2022-11-16T00:00:00.000,Islam Alijaj,SP,Tanja Maag Sturzenegger,AL,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Angebot in den städtischen Verpflegungsbetrieben, Festlegung von pflanzenbasierten Menüs mit guter Ökobilanz als Standardoption",Postulat,77f7ca4ec9a7404e903974a91bc3b7b8,2022-11-16T00:00:00.000,Julia Hofstetter,Grüne,Patrick Tscherrig,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Luftqualitätsoffensive in den städtischen Gebäuden zum Schutz der Bevölkerung und der Mitarbeitenden vor aerosolübertragenen Infektionskrankheiten,Postulat,eb537fca80424bf1b5b533e4e389d66a,2022-11-16T00:00:00.000,Anna Graff,SP,Christian Monn,GLP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Unterstützung von Privaten zur Installation von CO2-Messgeräten, Luftfiltern und viren-inaktivierenden Verfahren in stark frequentierten öffentlichen Räumen",Postulat,74078cef332e4bf889d9d3a572e75d28,2022-11-16T00:00:00.000,Anna Graff,SP,Florian Blättler,SP,Abgeschlossen,Ablehnung,Ablehnung
"Gesundheitsrisiken durch den nächtlichen Fluglärm, Umsetzung der Empfehlung zur Senkung der Lärmgrenzwerte für Strassen-, Eisenbahn- und Fluglärm, Durchsetzung des Nachtflugverbots und Vertretung der Betroffenen bezüglich Einforderung der Rechte gegenüber der Flughafen Zürich AG",Schriftliche Anfrage,19036cf1f3a14ba9af0158f37245df83,2022-11-16T00:00:00.000,Judith Boppart,SP,Matthias Probst,Grüne,Abgeschlossen,,
Sensibilisierung der Stadtpolizei betreffend Veloverkehrssicherheit,Postulat,045f11d815a24ce2932b91cde6e43f97,2022-11-16T00:00:00.000,Michael Schmid,AL,Anna Graff,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Berichterstattung über das Energie-Coaching-Angebot der Stadt im Rahmen der jährlichen Berichterstattung zum Klimaschutzziel Netto-Null 2040,Postulat,d4e1e9baee594d499a2a93a6b8e3c856,2022-11-16T00:00:00.000,Nadina Diday,SP,Tanja Maag Sturzenegger,AL,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Zonenplanänderung Hasenrain, Erhalt einer angemessenen Anzahl Parkplätze für Menschen mit Mobilitätseinschränkungen",Postulat,1c1f7794eb114a06af5747c75ce60a7a,2022-11-16T00:00:00.000,Islam Alijaj,SP,Selina Frey,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Finanzielle Unterstützung niederschwelliger zivilgesellschaftlicher Initiativen für Geflüchtete,Postulat,e484f46d73ad478fbf81f7cbd9e3026c,2022-11-23T00:00:00.000,Nadina Diday,SP,Fanny de Weck,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Aufbau und Betrieb eines oder mehrerer Logistikhubs zur Zwischenlagerung von Lieferungen bis zur Feinverteilung mit Lastenvelos auf der letzten Meile,Postulat,b19576700b574d4f8c782a799fa6c2f4,2022-11-23T00:00:00.000,Anna Graff,SP,Severin Meier,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Zerstörung der zivilen Infrastruktur der Ukraine durch Russland, Möglichkeiten zur Unterstützung der ukrainischen Versorger, Partnerschaft hinsichtlich des Wiederaufbaus sowie Beteiligung an übergeordneten Bestrebungen für den 
Wiederaufbau und die Nothilfe",Schriftliche Anfrage,000ae595d2514607a297e68bde2f5c4d,2022-11-23T00:00:00.000,Heidi Egger,SP,Nadia Huberson,SP,Abgeschlossen,,
"Verkehrssituation an der Kreuzung Seefeld-/Ida-Bindschedler-Strasse, Situation betreffend Verkehrsunfällen, Beurteilung der Verkehrssicherheit und des Handlungsbedarfs sowie Gewährleistung der Erschliessung des hinteren Teils der Seefeldstrasse",Schriftliche Anfrage,82732d2d32344dd28c2ea24f557720fa,2022-11-23T00:00:00.000,Ivo Bieri,SP,Angelica Eichenberger,SP,Abgeschlossen,,
Unversiegelte und naturnahe Gestaltung der Abstellplätze für Verkehrsmittel und der Tramtrassees bei Bauarbeiten im öffentlichen Raum,Postulat,49714f216a0f40a5866c23ad4a1705e5,2022-11-23T00:00:00.000,Monika Bätschmann,Grüne,Rahel Habegger,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Naturnahe Begrünung von öffentlichen Strassenbegleitflächen, die nicht durch den Verkehr genutzt werden",Postulat,9e5456b2fee745b2affb9ca91cc8e735,2022-11-23T00:00:00.000,Rahel Habegger,SP,Monika Bätschmann,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Berücksichtigung des Prinzips Gender Mainstreaming bei allen stadtplanerischen Projekten,Postulat,468e1ea304a7433190559b05c8633549,2022-11-30T00:00:00.000,Hannah Locher,SP,Anna-Béatrice Schmaltz,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Programm «ewz.solarzüri», Gründe für die Nicht-Verfügbarkeit von Solaranlagen und für das Führen einer Warteliste, Massnahmen für eine Vervielfachung der verkauften Flächen und Ausgaben für die Werbung sowie Möglichkeit zur Ausdehnung des Angebots auf private Dachflächen",Schriftliche Anfrage,311d5d2577064b5ead2d2d4efb1d47f8,2022-11-30T00:00:00.000,Dominik Waser,Grüne,Patrick Tscherrig,SP,Abgeschlossen,,
"Geplantes Sportzentrum an der Wallisellenstrasse in Oerlikon, Gründe für den Entscheid für mehr Fussballplätze und gegen eine Umnutzung des Hallenbads sowie mögliche Konsequenzen bei einer Umnutzung des Hallenbads statt einem Abriss",Schriftliche Anfrage,26fbccc2056f41dea9f1fc11b043bfbf,2022-11-30T00:00:00.000,Nicole Giger,SP,Mathias Egloff,SP,Abgeschlossen,,
Berichterstattung über die Wirkungen der zusätzlich eingesetzten Mittel für die subventionierten Kita-Plätze und die umgesetzten Qualitätsverbesserungen,Postulat,69c98f48d5934fed8b0f6a44000dd370,2022-11-30T00:00:00.000,Marcel Tobler,SP,Mélissa Dufournet,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Intensivere Nutzung der Schulrasenfelder durch bauliche oder betriebliche Massnahmen,Postulat,5c5a909c099c43cea5e8470466bb01a6,2022-11-30T00:00:00.000,Lisa Diggelmann,SP,Cathrine Pauli,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Massnahmenpaket zur Verhinderung von digitaler Gewalt und zur Unterstützung von Betroffenen,Postulat,2537b98eeb654b99adc149afba0d54a6,2022-12-07T00:00:00.000,Anna-Béatrice Schmaltz,Grüne,Alan David Sangines,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Anpassung der Fussballfelder der Sportanlage «Eichrain» zur optimaleren Nutzung für den Frauen- und Mädchenfussball,Postulat,04fb1e550dcf4aa39a2f5843e1dad65f,2022-12-07T00:00:00.000,Martin Götzl,SVP,Anjushka Früh,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Bericht betreffend Erzeugung von 1,5 TWh elektrischer Energie aus Windanlagen in der Schweiz bis 2050 durch das ewz",Postulat,2e6e68e9caed4f93bc6f67a064efd9b8,2022-12-07T00:00:00.000,Florian Blättler,SP,Sebastian Vogel,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Versorgung der Quartiere Auzelg und Saatlen mit soziokulturellen Angeboten,Postulat,a27ea99ff70449609d47d14224e98190,2022-12-07T00:00:00.000,Judith Boppart,SP,Julia Hofstetter,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Ausbau der soziokulturellen Angebote für Jugendliche in den Quartieren Seebach, Oerlikon und Affoltern",Postulat,948ad5c314394233b70a1c107da2fe24,2022-12-07T00:00:00.000,Julia Hofstetter,Grüne,Judith Boppart,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Sportanlage Juchhof 2, Realisierung der Spielfeldbeleuchtungsanlagen auf drei Spielfeldern im Jahr 2024 sowie Aufwertung der Naturrasenspielfelder",Postulat,0cd9f598de684f3bb9608f0ed64390a0,2022-12-07T00:00:00.000,Lisa Diggelmann,SP,Anjushka Früh,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Sportanlage Forrenweid, Realisierung der Spielfeldbeleuchtungsanlage auf einem Spielfeld im Jahr 2024 sowie Aufwertung des Naturrasenspielfelds",Postulat,97b648492ae54ee9998028d3c8242dd0,2022-12-07T00:00:00.000,Lisa Diggelmann,SP,Anjushka Früh,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Umzonung der Grundstücke für Schulanlagen, Auflistung der Grundstücke, die nicht in einer Zone für öffentliche Bauten liegen, Sicherstellung der rechtzeitigen Umzonung und mögliche Kostenfolgen sowie Voraussetzungen für ein Enteignungsverfahren",Schriftliche Anfrage,9cf8f4e0951348b6bc2f785ff8fe854a,2022-12-14T00:00:00.000,Balz Bürgisser,Grüne,Marco Denoth,SP,Abgeschlossen,,
"Entwicklung des Gebiets Binz, pendente Baueingaben, Prognosen zum Schulraumangebot, Rahmenbedingungen für die Gastrobetriebe und Massnahmen zur Verbesserung der Anbindung an den öffentlichen Verkehr und zur Verbesserung der Situation für den Langsamverkehr",Schriftliche Anfrage,c169300b44844522b368ef616c4f3aee,2022-12-14T00:00:00.000,Rahel Habegger,SP,Hannah Locher,SP,Abgeschlossen,,
Verwendung der bestehenden Züri-Modular-Pavillons für unterschiedliche Nutzungszwecke,Postulat,4b5c46dfe40741409a240aa0641f442e,2022-12-21T00:00:00.000,David Ondraschek,Die Mitte,Liv Mahrer,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Kostenlose COVID19-Tests für symptomatische Personen und Personen mit engem und/oder regelmässigem Kontakt zu besonders gefährdeten Menschen,Postulat,ac5cea3aa8914141ae606de6054d38ea,2022-12-21T00:00:00.000,Anna Graff,SP,Andreas Kirstein,AL,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Neugestaltung des Auswahlverfahrens für die externen Mitglieder des städtischen Baukollegiums sowie mehr Transparenz über die beratenen Geschäfte,Postulat,185606840b164f4abd5808672a09616b,2022-12-21T00:00:00.000,Mischa Schiwow,AL,Marco Denoth,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Externe Dienstleistungen in den städtischen Pflegezentren, Auflistung der Leistungen, Vereinbarungen zwischen den Pflegezentren und den externen Fachpersonen, Kompetenz zur Festlegung der Preisliste, Abgaben für die Infrastruktur sowie Anpassung der Tariflisten",Schriftliche Anfrage,ecc561f5a536465d8cf5efb09c469ce7,2022-12-21T00:00:00.000,Mischa Schiwow,AL,Marion Schmid,SP,Abgeschlossen,,
"Schulwegsicherheit, Anzahl Verkehrsunfälle auf Schulwegen, Massnahmen an den Unfallstellen, Beurteilung von Bauprojekten, personelle Ressourcen für die Begleitung, Kommunikation und Nachführung des Schulwegplaners und 
Faktoren für die Bewertung sowie Einfluss von Temporeduktionen auf die Schulwegsicherheit",Schriftliche Anfrage,a533d0ad34234f6e83abed9379c7b29c,2023-01-11T00:00:00.000,Anna Graff,SP,Lisa Diggelmann,SP,Abgeschlossen,,
"Amtliche Mitteilungen, Reduzierung des Papierverbrauchs sowie Überarbeitung und Optimierung der elektronischen Publikation",Postulat,d999e6588e204ad0970923d7345505f5,2023-01-11T00:00:00.000,Matthias Renggli,SP,Barbara Wiesmann,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Gewährleistung des Datenschutzes und des Öffentlichkeitsprinzips sowie der Transparenz und Nachvollziehbarkeit bei Publikationen, Revision der Publikationsverordnung (PubV) und der Ausführungsbestimmungen (AB PubV)",Motion,4c20bf5806c74143bb409e76eecd5902,2023-01-11T00:00:00.000,Matthias Renggli,SP,Barbara Wiesmann,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Verordnung zur Ausschöpfung des technisch-ökonomischen Fotovoltaik-Potenzials auf allen sich im Besitz der Stadt Zürich befindenden Immobilien bis ins Jahr 2030,Postulat,e4f56080ac3f4edfb11dedd6fa6cd68b,2023-01-18T00:00:00.000,Dominik Waser,Grüne,Patrick Tscherrig,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Schliessung des «wellfit 11» im Hallenbad Oerlikon, Hintergründe zur Zusammenarbeit mit dem privaten Anbieter, Gründe für die Einstellung des Angebots und mögliche Formen der Weiterführung bis zur Eröffnung des neuen Hallenbads",Schriftliche Anfrage,83c5c998043a4340bcb52cf2c9aea32b,2023-01-18T00:00:00.000,Heidi Egger,SP,Andreas Kirstein,AL,Abgeschlossen,,
"Einschätzung der aktuell geltenden Regelung der Stadt bezüglich Abbrennen von lärmverursachendem Feuerwerk, Risiken für Mensch, Tier und Umwelt, Auflistung der polizeilichen Bewilligungen, Entwicklung des Abbrennens von Feuerwerk an Silvester, möglicher Erlass eines generellen Verbots sowie Prüfung von lautlosem Feuerwerk",Schriftliche Anfrage,5a653c1d8dba4e6db5736d3e412cbed2,2023-02-01T00:00:00.000,Alan David Sangines,SP,Anna Graff,SP,Abgeschlossen,,
Systematische Erfassung der Fälle rassistischer und antisemitischer Diskriminierung in den städtischen Schulen und Berichterstattung über das Monitoring,Postulat,62574891b44d4602a3bfd2c5d58797a9,2023-02-08T00:00:00.000,Rahel Habegger,SP,Reis Luzhnica,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Beeinträchtigung der Durchlüftung durch den Bau von Siedlungen, Berücksichtigung der Hitzeminderung bei grossen Bauvorhaben, rechtliche Grundlagen zur Prüfung der Durchlüftung, Beispiele für gelungene Bauprojekte und Projekte mit einem negativen Effekt sowie Schätzung der Kosten bei einer Beeinträchtigung der Durchlüftung",Schriftliche Anfrage,8c9e088eec294f36a16f56807c6b7fa7,2023-03-01T00:00:00.000,Matthias Renggli,SP,Christina Horisberger,SP,Abgeschlossen,,
"Zwischennutzung der Personalhäuser des Triemli, Ergebnisse des Ideenwettbewerbs und der Variantenstudie, Angaben zu den weiteren Nutzungen gemäss baulicher Entwicklungsstrategie und zur Bedeutung hinsichtlich der Weiterentwicklung des Stadtspitals, Zeitpunkt des geplanten Abrisses der Personalhäuser B und C, Szenarien für die Zwischennutzung bzw. den Erhalt der Personalhäuser, Möglichkeit der Freigabe der Personalhäuser für eine strategische Gebäudeerneuerung sowie für eine befristete Abgabe im Baurecht",Schriftliche Anfrage,9555a9a7cb6141c9bd69a157da246553,2023-03-01T00:00:00.000,Walter Angst,AL,Marco Denoth,SP,Abgeschlossen,,
"UCI-Rad- und Para-Cycling-Strassen-WM Zürich 2024, Bereitstellung eines ausreichenden Angebots für den öffentlichen Verkehr",Postulat,7c442951dd6d4b6d89d4901b2e5cbab5,2023-03-01T00:00:00.000,Balz Bürgisser,Grüne,Ivo Bieri,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Umsetzung eines departementsübergreifenden Projekts zur Prävention und zum Schutz vor häuslicher Gewalt,Postulat,d79f5332ad964455bfbfdc7adcfbeb35,2023-03-08T00:00:00.000,Anna-Béatrice Schmaltz,Grüne,Anna Graff,SP,InBearbeitung,,
"Quartierbezogene Musikfestivals in den Sommermonaten, Lärmklagen und bewilligungstechnische Folgen, Güterabwägung zwischen soziokulturellem Nutzen und Lärmschutz, räumliche und zeitliche Ausdehnung der Bewilligungen bei runden Jubiläen sowie mögliche vereinfachte Bewilligungspraxis für jährlich wiederkehrende Veranstaltungen",Schriftliche Anfrage,cc188172e2d2401f81066bc1b1712ead,2023-03-15T00:00:00.000,Anna-Béatrice Schmaltz,Grüne,Severin Meier,SP,Abgeschlossen,,
"Quartierbezogene Musikfestivals in den Sommermonaten, Dienst- und Sachleistungen der Stadt für Non-Profit-Festivals und Vergaberichtlinien, weitere Kulturförderungsmassnahmen und Unterstützung von nichtkommerziellen Festivals durch den Popkredit",Schriftliche Anfrage,ff102ca2fcb9425895ad05de8ae733d5,2023-03-15T00:00:00.000,Severin Meier,SP,Anna-Béatrice Schmaltz,Grüne,Abgeschlossen,,
"Festsetzung eines Vollzeitpensums für die Assistenzärzteschaft in allen städtischen Gesundheitsorganisationen bei 42 Stunden pro Woche und 
gleichem Lohn",Motion,75c847405a18459198a9337fd4aaa6cd,2023-03-22T00:00:00.000,Reis Luzhnica,SP,Patrick Hässig,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Unterstützung von Kindern und Jugendlichen in akuten psychischen Notlagen,Postulat,64c7fa5c1e814da496c3df899819bf9a,2023-03-22T00:00:00.000,David Ondraschek,Die Mitte,Rahel Habegger,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Bildungssystem und Bildungswege für Jugendliche, Berufsorientierung und Lehrstellensuche an der Oberstufe, Einbezug der Eltern, Orientierung der Eltern aus dem Ausland über die duale Berufsausbildung und die Anschlussmöglichkeiten sowie Förderung der Berufsbildung durch die Stadt",Schriftliche Anfrage,d5001bd0aa6142efac449012e16b3cda,2023-03-22T00:00:00.000,Nadia Huberson,SP,,,Abgeschlossen,,
Einberufung einer Fokusgruppe «Stadtbienen» im Rahmen der Biodiversitätsstrategie,Postulat,6cd9ed125fb8457b9f79d6102490a7a8,2023-03-22T00:00:00.000,Rahel Habegger,SP,Brigitte Fürer,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Chancengerechtere Gestaltung der Übergänge von der Volksschule in die weiterführenden Bildungsinstitutionen,Motion,a44f3d176bf4476c8d0f7357f199442b,2023-03-29T00:00:00.000,Balz Bürgisser,Grüne,Liv Mahrer,SP,Abgeschlossen,Umwandlung in Postulat,Überweisung
Pionierprojekt für ein stationäres Angebot für gewaltbetroffene Personen mit körperlichen oder kognitiven Behinderungen,Postulat,21b99fc90c904938872d2a156a72fccb,2023-04-05T00:00:00.000,Anna-Béatrice Schmaltz,Grüne,Islam Alijaj,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Allfälliger Verkauf von Liegenschaften aus den Immobilienportfolios der CS, ihrer Fonds und Tochtergesellschaften, Kontakte mit den beiden Grossbanken und Liste der Immobilien mit den objektbezogenen Angaben gemäss Grundbucheinträgen",Schriftliche Anfrage,7e9d499af7c247c0a0764031cd186cd8,2023-04-05T00:00:00.000,Rahel Habegger,SP,Severin Meier,SP,Abgeschlossen,,
Reduzierung der Hitzebelastung am Paradeplatz,Postulat,4241e50e7e7346e194b40988e60b1fc8,2023-04-05T00:00:00.000,Roland Hohmann,Grüne,Mathias Egloff,SP,InBearbeitung,,
