Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Nutzung der Energiezentrale ewz-Unterwerk-Selnau, Standortevaluation für Cool City, Einfluss der getätigten Investitionskosten bei der Umnutzung von städtischen Gebäuden und Planungssicherheit für Kulturinstitutionen in städtischen Gebäuden sowie Unterstützung des Museums Haus Konstruktiv und des Impact Hubs bei der Suche nach einem neuen Standort",Schriftliche Anfrage,95cd2690a40c4c919c7b92340915351a,2022-11-23T00:00:00.000,Ann-Catherine Nabholz,GLP,Beat Oberholzer,GLP,Abgeschlossen,,
"Forschungsprojekt «E-Bike-City» der ETH Zürich, Gründe für die Nicht-Unterstützung des Projekts, Einordnung des Projekts zum kommunalen Richtplan, grundsätzliche Haltung zur neuen Aufteilung des Strassenraums und Möglichkeiten für die Aufhebung des ungleichen Verhältnisses",Interpellation,52622129661f4d3aa20607b8673a8821,2022-11-30T00:00:00.000,Carla Reinhard,GLP,Serap Kahriman,GLP,Abgeschlossen,,
"ERZ-Entsorgungs-App, Erstellung durch Dritte mittels Nutzung der Open-Data-Schnittstelle",Postulat,5dfe856e09034b53a774370a87d17134,2022-11-30T00:00:00.000,Beat Oberholzer,GLP,Sven Sobernheim,GLP,Abgeschlossen,Ablehnung,Ablehnung
"Vorstösse des Gemeinderats im Bereich Strategien Zürich 2035 und Smart City, Überweisung als Themenliste für Studierende an Partnerhochschulen",Postulat,3b692a579ea440f5a490df16d328e51a,2022-12-14T00:00:00.000,Selina Frey,GLP,Patrick Hässig,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Sicherere Gestaltung der Querungen von Strassen und Plätzen auf dem Schulweg von Kindern unter Einbezug von Eltern und lokalen Organisationen,Postulat,e59b3c8ab98844289bfe21e666e2413e,2023-01-18T00:00:00.000,Balz Bürgisser,Grüne,Sandra Bienek,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Rasche Kennzeichnung des geplanten Velovorzugsrouten-Netzes mit 
Fokus auf den Beginn und das Ende von Teilstücken",Postulat,b57d6c0783cd4f5bb0d6ca596a6e5fe3,2023-02-01T00:00:00.000,Markus Knauss,Grüne,Sven Sobernheim,GLP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Prüfung einer Vereinfachung der verkehrlichen Situation im Alltagsbetrieb mittels Zusatzschild «Mitfahrgemeinschaft» auf der zweiten Spur der Thurgauerstrasse zwischen Binzmühlestrasse und Stadtgrenze,Postulat,f6b4554823704cf2baf3070027717497,2023-02-01T00:00:00.000,Sven Sobernheim,GLP,Markus Knauss,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Abgesetzte Führung des Velowegs an der Badenerstrasse 526–542,Postulat,e052fdf29c1d4b69b6878599950b329e,2023-02-08T00:00:00.000,Carla Reinhard,GLP,Roland Hohmann,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Auflösung des Pachtvertrags für die Voliere Bachwiesen, Mehrnutzen durch den Abbruch der Voliere, Prüfung alternativer Standorte, Beurteilung der Projektvorschläge des Vereins, Verrechnung der Rückbaukosten und Unterstützung zur Unterbringung der Tiere",Schriftliche Anfrage,5e3322bb2adc49a58d9dc201273c2bf9,2023-02-08T00:00:00.000,Tanja Maag Sturzenegger,AL,Christine Huber,GLP,Abgeschlossen,,
"Schulwegsicherheit am Escher-Wyss-Platz, Gründe für die Nichtumsetzung weiterer Massnahmen, Anzahl Schulkinder, die den Platz täglich überqueren, Umsetzung von Tempo 30 auf den Strassenabschnitten auf dem Platz und der Hardstrasse sowie mögliche Umbauabsichten zur Erhöhung der Sicherheit",Schriftliche Anfrage,ed8a6952a6794ca0b6d1a25b9dc9800b,2023-02-08T00:00:00.000,Markus Knauss,Grüne,Sandra Bienek,GLP,Abgeschlossen,,
"Tempoüberschreitungen an der Albisriederstrasse, Gründe für den Abbau der Radarkontrolle nach einer Woche, Massnahmen zur Einhaltung des Tempolimits und Erkenntnisse für die Einführung neuer Tempo-30-Zonen",Schriftliche Anfrage,47f33acf065142ce9e6dd49e5c1b92d9,2023-02-08T00:00:00.000,Christine Huber,GLP,Carla Reinhard,GLP,Abgeschlossen,,
Abgabe der Personalhäuser beim Triemli für ein Projekt einer klimagerechten Genossenschaft,Postulat,61f7c9ceda9e4a599361646d38c7053f,2023-02-08T00:00:00.000,Dominik Waser,Grüne,Serap Kahriman,GLP,Abgeschlossen,Ablehnung,Ablehnung
Erhöhung der Sicherheit für zu Fuss Gehende und Velofahrende in der Unterführung der Sihlpromenade,Postulat,660e466281924072a8a8ec5fb775d462,2023-02-08T00:00:00.000,Markus Haselbach,Die Mitte,Beat Oberholzer,GLP,InBearbeitung,,
"CoolCity Energiezentrale, geprüfte alternative Standorte, raumplanerische Interessenabwägung für den Standort Selnau, Mietzinsfolgen für das Haus Konstruktiv, Wirtschaftlichkeit und Nachhaltigkeit des Projekts und Beurteilung des Ausfallrisikos",Schriftliche Anfrage,70da76b68d594dfb885dc6cbbe4004bc,2023-03-08T00:00:00.000,Ann-Catherine Nabholz,GLP,Beat Oberholzer,GLP,Abgeschlossen,,
"Festsetzung eines Vollzeitpensums für die Assistenzärzteschaft in allen städtischen Gesundheitsorganisationen bei 42 Stunden pro Woche und 
gleichem Lohn",Motion,75c847405a18459198a9337fd4aaa6cd,2023-03-22T00:00:00.000,Reis Luzhnica,SP,Patrick Hässig,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Bevölkerungswachstum in Witikon und Anforderungen an eine nachhaltige Mobilität, mögliche Kapazitätszunahmen der aktuellen Buslinien, Anpassung der VBZ-Netzstrategie, Massnahmen zur Erschliessung der Quartierteile Eierbrecht und Looren sowie zur Feinerschliessung des Velo- und Fussverkehrs auf Quartierebene",Schriftliche Anfrage,f578a62414b24d7c9370b59c6e9a7999,2023-03-22T00:00:00.000,Ann-Catherine Nabholz,GLP,Balz Bürgisser,Grüne,Abgeschlossen,,
"Wohnungsverlust aufgrund der Bautätigkeit, Unterstützung der Mietenden bei Verlust der Wohnung, Schaffung einer städtischen Koordinationsstelle, Strategien hinsichtlich der Auswirkungen der nächsten BZO-Revision, Anreize für eine 
etappierte Innenverdichtung sowie Sanierungsanreize aus Mitteln des Mehrwertausgleichs",Schriftliche Anfrage,0a85f1f64e1a48fbb4980ff1ec53f4e6,2023-03-22T00:00:00.000,Ann-Catherine Nabholz,GLP,Sven Sobernheim,GLP,Abgeschlossen,,
Befristete Garantien für zusätzliche Therapieplätze in den psychologischen Psychotherapiepraxen im Kinder- und Jugendbereich,Postulat,ded32c847512423cbe92182715f7776a,2023-04-05T00:00:00.000,David Ondraschek,Die Mitte,Snezana Blickenstorfer,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Sanierung von Kulturbauten, Übersicht über die anstehenden Sanierungen, Koordination der Instandsetzungen, Unterstützung der Kulturbetriebe für Zwischenlösungen und dabei bewährte Konzepte sowie Haltung zu einer gesamtheitlichen Rochadeplanung von sanierungsreifen Kulturbauten",Schriftliche Anfrage,914f57ac46a3456c9276e82c877d3195,2023-04-05T00:00:00.000,Ann-Catherine Nabholz,GLP,Guy Krayenbühl,GLP,Abgeschlossen,,
"Einschränkungen des öffentlichen Verkehrs nach Fussballspielen rund um das Stadion Letzigrund, Voraussetzungen für die Aufhebung der Betriebseinschränkungen, Gewährleistung der Sicherheit der Fahrgäste und des Fahrpersonals, Kriterien für die Risikobeurteilung sowie Lösungssuche mit dem Gremium 
«Doppelpass»",Schriftliche Anfrage,45746890858c420680dfa9aade55cff8,2023-04-05T00:00:00.000,Christine Huber,GLP,Beat Oberholzer,GLP,Abgeschlossen,,
"Bekleidungsvorschriften in den städtischen Schwimmanlagen, zusätzliche Regelungen zur bestehenden Badeordnung, gendergerechte Ausgestaltung und Kriterien zur Durchsetzung sowie Umsetzung einer allgemeingültigen Regelung hinsichtlich der Gleichbehandlung der Geschlechter",Schriftliche Anfrage,894e7bc5afce4c00bfc631d6b1233895,2023-04-12T00:00:00.000,Sandra Bienek,GLP,Anna-Béatrice Schmaltz,Grüne,Abgeschlossen,,
Eruierung der Wirtschaftlichkeit von IT-Projekten bei Ersatzbeschaffungen,Postulat,64fa1eb3ddd74c9e854cf29b98e4d147,2023-04-19T00:00:00.000,Flurin Capaul,FDP,Selina Frey,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Beschränkung des Stellenwachstums der Stadt ab 2024 auf das prognostizierte Bevölkerungswachstum,Postulat,03afc90790124843bab76ee68a4a53d0,2023-04-19T00:00:00.000,Serap Kahriman,GLP,Martin Götzl,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Anpassung der ewz-Förderung für E-Mobilitäts-Ladeinfrastruktur, ausgerichtete Förderbeiträge im Jahr 2022, Ausrichtung des Fördermodells auf die kantonalen Beiträge und Beibehaltung der Beiträge bis zur Erreichung einer Neuzulassungs-Quote für vollelektrische Antriebe sowie Rechtfertigung des Wechsels auf Pauschalbeiträge aufgrund des administrativen Aufwands",Schriftliche Anfrage,e558a818baeb4dcb8af246996c2ebe95,2023-05-24T00:00:00.000,Beat Oberholzer,GLP,Patrick Hässig,GLP,Abgeschlossen,,
Kostenloses Beratungsangebot zur Vermeidung von Erwerbsarmut bei Selbständigerwerbenden,Postulat,80ae2d073a8540ddbb699173ccb0634f,2023-05-24T00:00:00.000,Mélissa Dufournet,FDP,Ronny Siev,GLP,InBearbeitung,,
Verbesserung der Verkehrssituation rund um den Escher-Wyss-Platz für Schulkinder und weitere Verkehrsteilnehmende mit rasch umsetzbaren Massnahmen,Postulat,301522fd5035407fb53e6916704b0e1b,2023-05-31T00:00:00.000,Markus Knauss,Grüne,Carla Reinhard,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Teilrevision der Sonderbauvorschriften für das Gebiet Maag-Areal Plus,Motion,3826f8975eec4a9b8092a57cd88eca23,2023-05-31T00:00:00.000,Sven Sobernheim,GLP,Markus Knauss,Grüne,InBearbeitung,,
"Kosten für die Mittagsbetreuung an den Schulen, Ungleichbehandlung betreffend die Tarife in den Tages- und Regelschulen, Entwicklung bei den Zuteilungsgesuchen und Beurteilung der Ungleichbehandlung bei unterschiedlichen Schulformen in naher Distanz sowie Einschätzung des Handlungsbedarfs",Schriftliche Anfrage,c804025e3971404eae2b71bf2f0bd554,2023-06-07T00:00:00.000,Ann-Catherine Nabholz,GLP,Christine Huber,GLP,Abgeschlossen,,
"Pilotprojekt zur Erprobung von Betreuungs- und Hilfsmittelzuschüssen, Evaluierung der Eignung der zuständigen Stelle für die Bedarfsabklärung",Postulat,f542393e32934d738b15cdacc71d95c5,2023-06-07T00:00:00.000,Patrik Brunner,FDP,Florine Angele,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Nutzung des leerstehenden Bunkers K85 am Hirschengraben für kulturelle Zwecke,Postulat,7c4884a2770243cdb7af82dadfcff1b0,2023-06-07T00:00:00.000,Severin Meier,SP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Realisierung des Fussballstadions Hardturm, Folgen der Uferschutzinitiative auf das Bauprojekt, Einschätzung der demokratiepolitischen Probleme und Austausch mit dem Initiativkomitee sowie mögliche Massnahmen zur Sicherstellung des Projekts",Schriftliche Anfrage,5bf3962e89d943fda2430079f712e3eb,2023-06-14T00:00:00.000,Patrick Hässig,GLP,Christine Huber,GLP,Abgeschlossen,,
Bereitstellung von Echtzeitdaten durch ewz für die Nutzenden von intelligenten Messsystemen (Smart Meter),Postulat,79d3f6c4f10e4e48a02abd8b756bbca8,2023-06-28T00:00:00.000,Beat Oberholzer,GLP,Ursina Merkler,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Bericht zum Stand des Ausbaus der Elektrizitätsinfrastruktur im Jahr 2026,Postulat,ef35724a95744fe281b6fdbd42a9b869,2023-06-28T00:00:00.000,Ursina Merkler,SP,Beat Oberholzer,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Verordnung über die Eckpunkte der Konzeptförderung für Tanz und Theater, Unterbreitung der sechsjährigen Förderbeiträge zur Genehmigung spätestens zwölf Monate vor Beginn der Förderperiode",Motion,3de58354dc344ccea45cb02196ded52e,2023-06-28T00:00:00.000,Ann-Catherine Nabholz,GLP,Moritz Bögli,AL,InBearbeitung,,
"Pilotprojekt «Visit – Spital Zollikerberg zu Hause», Austausch mit dem Spital und Pläne für ein Projekt in der Stadt als Pilotprojekt oder im Rahmen der Altersstrategie 2035 sowie mögliche Finanzierung durch die kantonalen Gesundheitsdienste",Schriftliche Anfrage,cf1038321f3c41cf9768f62f31b64b38,2023-06-28T00:00:00.000,Nicolas Cavalli,GLP,Florine Angele,GLP,Abgeschlossen,,
"Flughafen Zürich AG, Verzicht auf die Finanzierung von Parteien und Abstimmungskämpfen",Postulat,764727820c4a472d9ddeeaa42e989043,2023-06-28T00:00:00.000,Florian Utz,SP,Nicolas Cavalli,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Arealentwicklungsstrategie MFO-West Neu-Oerlikon, Umsetzung eines Musik- und Kultursaals für Musikvereine der Stadt und Amateur-Orchester",Postulat,d929b1d334334ce7843daea6c2734fa8,2023-07-05T00:00:00.000,Patrick Hässig,GLP,Benedikt Gerth,Die Mitte,InBearbeitung,,
"Eigentümerstrategie Flughafen Zürich AG, rasche und markante Reduktion der durch den Flugverkehr und Betrieb entstehenden CO2-Emissionen",Postulat,f8e3be0ce6f74d05ab09bd5ad189f2d6,2023-07-12T00:00:00.000,Tiba Ponnuthurai,SP,Sven Sobernheim,GLP,InBearbeitung,,
"Datenschutzproblem mit der Software für Sportabos, Hintergründe zur Beschaffung der Software, Behebung der Probleme nach Mitteilung an das Sportamt, Kosten für die Anpassungen, Information der Datenschutzstelle und Zeitplan für die Aufarbeitung des Vorfalls sowie genereller Umgang mit sensiblen Personendaten",Interpellation,808d6c813d8842cb830bb3aac7d2cd2c,2023-08-23T00:00:00.000,Sven Sobernheim,GLP,Sanija Ameti,GLP,InBearbeitung,,
"Einsatz von künstlicher Intelligenz in der Stadtverwaltung, Umgang mit der Thematik und der Technologie, mögliche Verwendung in den Dienstabteilungen, Beurteilung der Rechtsgrundlagen und Einschätzung der Chancen und Risiken sowie Abstimmung des Umgangs mit dem Bund und Kanton",Interpellation,56a25a0579364f71b1071453440332b8,2023-08-30T00:00:00.000,Selina Frey,GLP,Sanija Ameti,GLP,InBearbeitung,,
"Dauer von Strassenbauprojekten, Anzahl Projekte in der internen Abstimmung, Gründe für die lange Verfahrensdauer, Potenzial zur Beschleunigung der Projekte und mögliche Beschleunigung bei Durchführung einer Orientierungsversammlung statt einer öffentlichen Auflage",Schriftliche Anfrage,066c5ef1435546e693e0b02d1af2d5e0,2023-08-30T00:00:00.000,Carla Reinhard,GLP,Martina Novak,GLP,Abgeschlossen,,
"Neue Velostandards, baulich abgetrennte Velowege als bevorzugte Veloführung",Postulat,6f593aa35dd74433bd7052f883fb57a8,2023-08-30T00:00:00.000,Carla Reinhard,GLP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Veloführung bei Haltestellen des öffentlichen Verkehrs mit einem rückwärtigen Radweg statt einer Veloüberfahrt,Postulat,d0cfc9e0e6ff4b45a3d9e498429947c3,2023-08-30T00:00:00.000,Carla Reinhard,GLP,Sanija Ameti,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Entwicklung eines ganzheitlichen Velokonzepts für die Innenstadt,Postulat,08dc2ce950d44c86969958d80ea62002,2023-08-30T00:00:00.000,Carla Reinhard,GLP,Guy Krayenbühl,GLP,InBearbeitung,,
"Nutzung der Kasernenwiese, Öffnung für kommerzielle Veranstaltungen, Arealentwicklung mit dem Kanton und Hintergründe zum Planungsprozess sowie Berücksichtigung der sich verändernden Bedürfnisse und Realitäten",Schriftliche Anfrage,986d08fad0e44f7891ddfd0b4d429ae1,2023-09-06T00:00:00.000,Marco Denoth,SP,Beat Oberholzer,GLP,Abgeschlossen,,
"Baugesuch der Stadt Zürich an der Förrlibuckstrasse, Hintergründe zum Antrag betreffend die Befreiung von der Begrünungspflicht, Behördenverbindlichkeit der Fachplanung Hitzeminderung für die Stadt und Massnahmen zur Umsetzung sowie definitiv ausgewiesene Freifläche",Schriftliche Anfrage,1f3f68958c3a4ee18834eafc05fe3061,2023-09-13T00:00:00.000,Sven Sobernheim,GLP,,,Abgeschlossen,,
Zusätzliche grossflächige Wandmalereien an städtischen und privaten Liegenschaften,Postulat,d1f64d45598241dba03ce3235f669480,2023-09-27T00:00:00.000,Severin Meier,SP,Guy Krayenbühl,GLP,InBearbeitung,,
"Überfall der Hamas auf Israel und Häufung antisemitischer Vorfälle in Zürich, städtische Unterstützung für palästinensische Organisationen, Ausschluss von Terrororganisationen bei den Unterstützungsleistungen, Hilfe für die zivilen Opfer des Terrorangriffs und Massnahmen zur Gewährleistung des Sicherheitsgefühls der jüdischen Bevölkerung und der jüdischen Institutionen",Schriftliche Anfrage,36e4f56f5e664220adaadb7f1f4b705d,2023-10-25T00:00:00.000,Snezana Blickenstorfer,GLP,Ronny Siev,GLP,Abgeschlossen,,
"Versorgungsengpässe bei Arzneimitteln, betroffene Arzneimittel, Auswirkungen auf das Stadtspital und die weiteren städtischen Institutionen, Massnahmen bei der Abgabe, Kostenfolgen und mögliche Einflussnahme auf die Generika-Herstellung sowie mögliche Anpassung der Rechtsgrundlagen für die Minderung der Versorgungsengpässe",Schriftliche Anfrage,5ab193cebc1a48559449633b072e7c49,2023-11-22T00:00:00.000,Matthias Renggli,SP,Patrick Hässig,GLP,InBearbeitung,,
"Einsatz von Doppelgelenk-Trolleybussen bei schwierigen Strassenverhältnissen, Gründe für die schlechtere Zuverlässigkeit gegenüber den Überlandbussen, möglicher Einsatz kleinerer Ersatzbusse und zusätzliche Haltestellen von Überlandbussen bei schlechten Strassenverhältnissen",Schriftliche Anfrage,f80960ad45a74f1e80e5a1cf2e3c16d7,2023-12-06T00:00:00.000,Ann-Catherine Nabholz,GLP,Ivo Bieri,SP,InBearbeitung,,
"Angespannte Situation betreffend Mischverkehr am Fischerweg, bereits ergriffene und geplante Massnahmen, Unterstützung der Anwohnenden in Bezug auf die Verkehrssituation und Gewährleistung der Sicherheit auf dem Abschnitt zwischen Fischerweg und Escher-Wyss-Platz",Schriftliche Anfrage,b16e4670c0fd48eba971adbf33c9bbf2,2023-12-06T00:00:00.000,Selina Frey,GLP,Serap Kahriman,GLP,InBearbeitung,,
"Einführung der Tagesschulen in der Stadt, Erreichung der Ziele, Situation beim Betreuungspersonal und Konsequenzen bei einer Unterbesetzung, Bereitstellung von genügend Ausbildungsplätzen, Möglichkeit einer Vollzeitanstellung im Bereich Betreuung sowie unerwartete Mehrkosten bei einer optimalen Umstellung",Schriftliche Anfrage,f0ffddee814242d8ac6e093291be6187,2023-12-06T00:00:00.000,Florine Angele,GLP,Christine Huber,GLP,InBearbeitung,,
Einführung einer Steuerungsgrösse zur Ausweisung des Anlagedeckungsgrads in den entscheidenden Produktegruppen des ewz,Globalbudgetantrag,46c4378b24f247519883348f7250e8a8,2023-12-06T00:00:00.000,Beat Oberholzer,GLP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Stadtrat",Überweisung
