Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Erwerb des Koch-Areals von der UBS, Hintergründe zu den Verhandlungen und Auflagen für einen Gestaltungsplan sowie zur Zonierung im Entwurf zur BZO-Revision",Schriftliche Anfrage,958c7265ad524eb7ae344dc6c2416ca7,2014-01-08T00:00:00.000,Severin Pflüger,FDP,Albert Leiser,FDP,Abgeschlossen,,
"Gleichstellungsplan 2009–2013, Berücksichtigung des Themas «Kinderschutz» sowie Hintergründe und Massnahmen zu den Schwerpunkten «Häusliche Gewalt» und «Migrantinnen»",Schriftliche Anfrage,3735062357634ac88f3699204b00e932,2014-01-15T00:00:00.000,Claudia Simon,FDP,Severin Pflüger,FDP,Abgeschlossen,,
"Restaurant Belvoir-Park, Verzicht auf den Bau der unterirdischen Anlieferung",Postulat,96fe23887b7545299ff0562836335eef,2014-01-22T00:00:00.000,Michael Baumer,FDP,,,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Einquartierung von Flüchtlingen an der Sonnenbergstrasse 19 und am Jupitersteig 6 und 8, Information der Anwohnerschaft sowie Kriterien für die Zuteilung auf die Stadtquartiere",Schriftliche Anfrage,32b22c754cf143a0804210f123845a6a,2014-01-22T00:00:00.000,Marc Bourgeois,FDP,Severin Pflüger,FDP,Abgeschlossen,,
"Teilrevision der Bau- und Zonenordnung (BZO), Folgen der negativen Vorwirkung für die eingereichten Baugesuche",Schriftliche Anfrage,e67c768f1c224330b68b363599ccb9be,2014-02-05T00:00:00.000,Marco Denoth,SP,Heinz F. Steger,FDP,Abgeschlossen,,
"Neuausrichtung des Strauhofs, Abklärungen bezüglich einer Weiterführung des bisherigen Konzepts sowie einer möglichen Überführung der Archive in die Bärengasse",Schriftliche Anfrage,76de5e7837a543188230f7256875e175,2014-03-12T00:00:00.000,Claudia Simon,FDP,Severin Pflüger,FDP,Abgeschlossen,,
"Vergabepraxis günstiger Wohnungen durch die Stadt, Kriterien für die Vergabe sowie Möglichkeiten für einen Wechsel von der Objekt- zur Subjekthilfe",Schriftliche Anfrage,f87e14210ae1446db6773537291748aa,2014-03-12T00:00:00.000,Albert Leiser,FDP,Markus Hungerbühler,CVP,Abgeschlossen,,
Einführung einer Jugendinitiative als Instrument für die Mitwirkung von Jugendlichen am politischen Prozess,Postulat,4940b23f724d4d6cb4a21aed8f043f63,2014-03-19T00:00:00.000,Isabel Garcia,FDP,Matthias Wiesmann,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Sechseläutenplatz, Nutzung für politische Veranstaltungen",Schriftliche Anfrage,ceb42fa107044b5d8d26143420d8daeb,2014-03-26T00:00:00.000,Urs Egger,FDP,,,Abgeschlossen,,
"Energieplanungsbericht des Kantons Zürich, Folgen für die energie- und klimaschutzpolitischen Absichten der Stadt",Schriftliche Anfrage,f3f9395c83d84f62ade89d5fb5a4895e,2014-04-16T00:00:00.000,Helen Glaser,SP,Alexander Jäger,FDP,Abgeschlossen,,
"Fläche nordwestlich des Schulhauses Käferholz, Nutzung für ein Oberstufenschulhaus",Postulat,b1aa3a1145e74412864318eadf3417b8,2014-05-14T00:00:00.000,Christian Huser,FDP,Severin Pflüger,FDP,Abgeschlossen,Rückzug,Rückzug
Mögliche Konzepte für eine bessere Verbindung der Quartiere nördlich und südlich des Bahnhofs Oerlikon mit dem öffentlichen Verkehr,Schriftliche Anfrage,1b8d4babb1124e7ab3daefb00b9042db,2014-05-14T00:00:00.000,Severin Pflüger,FDP,Christian Huser,FDP,Abgeschlossen,,
"Bedarf an Schulraum im Schulhaus Birch, Hintergründe zur Schulraumplanung sowie weitere Optionen für die Deckung des Schulraumbedarfs",Interpellation,0d8e024a0c624b56896f33f6a832389d,2014-05-21T00:00:00.000,Andreas Kirstein,AL,Isabel Garcia,FDP,Abgeschlossen,,
Vereinfachung der von der städtischen Krippenaufsicht angewendeten Richtlinien für die Bewilligung von vorschulischen Kindertagesstätten,Postulat,e4d6bfe5ac3f477d874fb8c65662aabe,2014-06-04T00:00:00.000,Ursula Uttinger,FDP,Markus Baumann,GLP,Abgeschlossen,Ablehnung,Ablehnung
"Pilotprojekt «Züri wie neu», Erfahrungen mit dem Projekt und mögliche Weiterführung des Angebots",Schriftliche Anfrage,e96a746c29ba4959b3bbb8ecf4c2352e,2014-06-11T00:00:00.000,Samuel Dubno,GLP,Isabel Garcia,FDP,Abgeschlossen,,
"Aufnahme von Schulhäusern in die Inventarliste für schützenswerte Gebäude, Folgen bezüglich der Standards, Termine und Kosten im Hinblick auf die Sanierungen",Schriftliche Anfrage,e43316ab696743c2a6fa413c357810eb,2014-06-11T00:00:00.000,Isabel Garcia,FDP,Gian von Planta,GLP,Abgeschlossen,,
Einführung einer standardisierten CO2-Abgabe auf allen Flügen ab Zürich,Postulat,731bc281e27f40829a886ac5a30261da,2014-06-18T00:00:00.000,Isabel Garcia,FDP,Markus Baumann,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Erweiterung der Gültigkeit der Jahres-Gewerbeparkkarte,Postulat,699683e7fa9d481cb91fcb4790007640,2014-06-18T00:00:00.000,Pawel Silberring,SP,Heinz F. Steger,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Auflagen und Vorschriften für kleinere und mittlere gewerbliche Bäckereien,Schriftliche Anfrage,b4db521b6da140788b660f69f51a9071,2014-10-22T00:00:00.000,Isabel Garcia,FDP,Adrian Gautschi,GLP,Abgeschlossen,,
"Städtische Schulinfrastruktur, Bereitstellung durch Private",Postulat,9dbc3a049c62429babdeb6fb2a5170d9,2014-10-29T00:00:00.000,Albert Leiser,FDP,Severin Pflüger,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Ausrückkonzept der Feuerwehr von Schutz & Rettung in den Stadtkreisen 11 und 12, Weiterführung des bestehenden Konzepts bis zur Inbetriebnahme der Berufsfeuerwehr-Wache an der Binzmühlestrasse",Postulat,470c6999cfcb4adea7a733de050fcabb,2014-11-05T00:00:00.000,Heinz F. Steger,FDP,Ruth Ackermann,CVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Zu- und wegziehende Personen, Auswirkungen der Fluktuation auf die städtische Steuersubstanz sowie auf die Kosten im Sozialbereich",Schriftliche Anfrage,5914b11fed5b4da3a763b907e07c89b6,2014-11-12T00:00:00.000,Severin Pflüger,FDP,Albert Leiser,FDP,Abgeschlossen,,
"Schulhaus Hohl, Konzepte für eine Umnutzung sowie für eine Umgestaltung des Pausenplatzes aufgrund stagnierender Schülerzahlen",Schriftliche Anfrage,42bf3050c6c244dbb368ba45a9f2cae6,2014-12-03T00:00:00.000,Elisabeth Schoch,FDP,Severin Pflüger,FDP,Abgeschlossen,,
Vermeidung von Lebensmittelverschwendung in den städtischen Verpflegungsbetrieben,Postulat,ecbb1e3cfc7a40d9a55a67170aa9b807,2015-01-28T00:00:00.000,Guido Hüni,GLP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Baugenossenschaften mit Liegenschaften der Stadt im Baurecht, Anzahl und Grösse der Wohnungen, die dem Sozialdepartement zur Verfügung gestellt werden sowie mögliche Gegenleistungen für den Erhalt von Land im Baurecht",Schriftliche Anfrage,d14cd11b30fc49a2b9c947530fc6ea43,2015-03-11T00:00:00.000,Ursula Uttinger,FDP,Severin Pflüger,FDP,Abgeschlossen,,
"Bahnhof Stadelhofen, Realisierung einer Parkieranlage für Velos auf der Gleisüberdeckung",Postulat,c24a97bb0f7b405394cb9e4ddb9ac438,2015-05-27T00:00:00.000,Eduard Guggenheim,AL,Marc Bourgeois,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Geplantes Bundeszentrum für Asylsuchende in Zürich-West, Evaluation weiterer Standorte sowie Einbezug von Organisationen des Quartiers hinsichtlich möglicher Alternativnutzungen",Schriftliche Anfrage,9e15789f9c6f40cc943747428fe3ae0d,2015-05-27T00:00:00.000,Elisabeth Schoch,FDP,Marc Bourgeois,FDP,Abgeschlossen,,
Hintergründe zu den möglichen Wettbewerbsvorteilen von Asyl-Organisation Zürich (AOZ) betreffend dem Dienstleistungsvertrag für den Betrieb des Bundeszentrums für Asylsuchende,Schriftliche Anfrage,e3c497dfd278440bbdbae5ab33c8ecaf,2015-05-27T00:00:00.000,Elisabeth Schoch,FDP,Marc Bourgeois,FDP,Abgeschlossen,,
"Erarbeitung einer Strategie für die Stadtspitäler, Beurteilung der heutigen Rechtsform sowie mögliche Auswirkungen der neuen Strategie bezüglich wirtschaftlicher und investitionstechnischer Kriterien und der medizinischen Qualität",Schriftliche Anfrage,1f06e9c6db8a4622861d2e86fbeed7c5,2015-06-03T00:00:00.000,Elisabeth Schoch,FDP,Raphael Kobler,FDP,Abgeschlossen,Rückzug,Rückzug
Überführung wesentlicher Aufgaben der Fachstelle für Gleichstellung ins HRZ,Postulat,8ba6e95bd6c94dd9bdec291869220bb6,2015-06-10T00:00:00.000,Severin Pflüger,FDP,Christian Huser,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Erarbeitung einer Strategie für die Stadtspitäler, Beurteilung der heutigen Rechtsform sowie mögliche Auswirkungen der neuen Strategie bezüglich wirtschaftlicher und investitionstechnischer Kriterien und der medizinischen Qualität",Schriftliche Anfrage,b2a7e5996625496a8e8e1eab4d8325cb,2015-06-17T00:00:00.000,Elisabeth Schoch,FDP,Raphael Kobler,FDP,Abgeschlossen,,
"Vermietung eines Anteils der Wohnungen an Sozialhilfe-Empfangende, Flüchtlinge oder vorläufig Aufgenommene bei der Vergabe eines Baurechts oder bei Gewährung von Abschreibungsbeiträgen",Motion,795afcc25c8e4e38b6c506c21a09b8cb,2015-06-24T00:00:00.000,Ursula Uttinger,FDP,Severin Pflüger,FDP,Abgeschlossen,Umwandlung in Postulat,Überweisung
"Beratungen der Energie-Coachs des Umwelt- und Gesundheitsschutzes, Umfang und Kosten der Beratungen sowie Vermeidung von allfälligen Doppelspurigkeiten mit Angeboten anderer Dienstabteilungen und privaten Dienstleistern",Schriftliche Anfrage,065e817b13db4c3ab1b27310ad626dee,2015-07-01T00:00:00.000,Elisabeth Schoch,FDP,Raphael Kobler,FDP,Abgeschlossen,,
"Umweltberatung «Öko-Kompass» für KMUs, Umfang und Kosten der Beratungen sowie Vermeidung von allfälligen Doppelspurigkeiten mit Angeboten anderer Dienstabteilungen und privaten Dienstleistern",Schriftliche Anfrage,5c61a2ffe0004bcaa67e767174a17b8a,2015-07-01T00:00:00.000,Raphael Kobler,FDP,Elisabeth Schoch,FDP,Abgeschlossen,,
Einführung eines ZVV-Netzpasses für Hunde mit einem angemessenen Tarif,Postulat,56bb9676d8a546d4b9315638dc779083,2015-07-08T00:00:00.000,Ann-Catherine Nabholz,GLP,Heinz F. Steger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Strategische Neuausrichtung der Feuerwehr, Stand der Projektierung und Folgen des Konzepts mit dem Bau der neuen Wachen sowie Auswirkungen für die bestehenden Milizorganisationen",Schriftliche Anfrage,d8c02456266946cc8b1ef9cf37f306b9,2015-07-08T00:00:00.000,Marianne Aubert,SP,Thomas Kleger,FDP,Abgeschlossen,,
"Projekt «Nachtleben», Anzahl der Lärmklagen gegenüber den Gastrobetrieben sowie gesetzliche Grundlagen und mögliche Folgen der Praxisänderung aufgrund des Urteils des Baurekursgerichts für die bestehenden und bewilligten Betriebe in der Stadt",Schriftliche Anfrage,d1a3584517d14669af367d02514d32b7,2015-07-08T00:00:00.000,Urs Egger,FDP,Samuel Dubno,GLP,Abgeschlossen,,
"Sanierungsarbeiten am Central, bessere Koordination mit anderen Bauvorhaben sowie Verbesserung der Ersatzverbindungen und der Fahrplanempfehlungen",Postulat,46bcbd564478467c88dd8f29b90b533c,2015-08-19T00:00:00.000,Claudia Simon,FDP,Onorina Bodmer,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Wirtschaftlichkeit und Kostendeckungsgrade der einzelnen Tram- und Buslinien der VBZ, Art und Umfang der erhobenen Daten und Möglichkeiten für deren Veröffentlichung",Schriftliche Anfrage,7f4f554e7b814609bc36b90e3a63e747,2015-08-19T00:00:00.000,Simone Brander,SP,Marc Bourgeois,FDP,Abgeschlossen,,
"Einhausung der Autobahn SN 1.4.4 in Schwamendingen, Zeitplan für die Realisierung des Projekts, mögliche Kostensteigerungen als Folge der Verzögerungen und Projektanpassungen sowie Sofortmassnahmen zum Schutz der Bevölkerung",Interpellation,c43b22591c3a4adf984b32dc6285bb98,2015-08-19T00:00:00.000,Marcel Savarioud,SP,Roger Tognella,FDP,Abgeschlossen,,
"Projekt «Züri rollt», Verlängerung bis zur definitiven Einführung des neuen Veloverleihsystems",Postulat,399b16c065994eb69328c469d815e5c8,2015-08-19T00:00:00.000,Sven Sobernheim,GLP,Isabel Garcia,FDP,Abgeschlossen,Rückzug,Rückzug
Erweiterung der Anzahl der Notfallparkplätze und der Parkzeiten bei den Stadtspitälern,Postulat,614a27a662884a0cb607c5ec74f90d54,2015-10-21T00:00:00.000,Pascal Lamprecht,SP,Ursula Uttinger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Kennzahlen betreffend dem 3. Kindergartenjahr, Entwicklung der Zahlen in den Quartieren sowie mit Bezug auf die Demographie",Schriftliche Anfrage,d43533a7a8414d368d043331ac551d6b,2015-10-28T00:00:00.000,Severin Pflüger,FDP,Claudia Simon,FDP,Abgeschlossen,,
"Aktionstag der Gewerkschaften vom 10. November 2015, Angaben zu den eingeholten Bewilligungen und den allenfalls damit verbundenen Auflagen sowie mögliche Sanktionen für die Organisatoren",Schriftliche Anfrage,1a99a839a20f49f5bea9b00c81a9864c,2015-11-11T00:00:00.000,Markus Hungerbühler,CVP,Albert Leiser,FDP,Abgeschlossen,,
"Anerkennung von Fachpersonen als pädagogische Fachkräfte für Kinderkrippen, Ablauf und Dauer des Anerkennungsverfahrens sowie Möglichkeiten für die 
Erweiterung des Katalogs von anerkennungsfähigen Ausbildungen",Schriftliche Anfrage,8cf9b73a7c8c42b0b7a05d705f6461c7,2015-11-11T00:00:00.000,Severin Pflüger,FDP,Christian Huser,FDP,Abgeschlossen,Rückzug,Rückzug
"Übertretungsverfahren im Strassenverkehr, Praxis betreffend Versand einer Mahnung nach Ablauf der Zahlungsfrist einer Busse sowie effektive Kosten als Grundlage für die Erhebung der Gebühren durch das Stadtrichteramt",Schriftliche Anfrage,2453192affa44669826752edcfd2e847,2015-11-11T00:00:00.000,Mario Babini,Parteilos,Andreas Egli,FDP,Abgeschlossen,,
"Zunahme der Betagten und Hochbetagten aufgrund der demographischen Alterung, Entwicklungen und Szenarien zur Sicherstellung der Betreuung und der Pflege sowie Möglichkeiten für eine Vereinfachung der administrativen Abläufe und für eine subsidiär geförderte Angebotsstruktur",Schriftliche Anfrage,53d1500f0d704cb8b9f0951739db3536,2015-11-11T00:00:00.000,Markus Hungerbühler,CVP,Raphael Kobler,FDP,Abgeschlossen,,
"Platzierung von Flüchtlingen und asylsuchenden Menschen, Anzahl und Zuteilung auf die einzelnen Stadtquartiere",Schriftliche Anfrage,5503b9ec9dc142698c3c6131ce29d4ec,2015-12-11T00:00:00.000,Christian Huser,FDP,Severin Pflüger,FDP,Abgeschlossen,,
"Umsetzung der «Standortstrategie Schutz & Rettung», Vorlage einer Weisung an den Gemeinderat",Motion,763a8a9808094702856d68827a6c77c4,2015-12-16T00:00:00.000,Roger Tognella,FDP,Marco Denoth,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Aktionstag der Gewerkschaften vom 10. November 2015, Prüfung von Sanktionen sowie einer Verrechnung der Zusatzkosten gegenüber den Organisatoren im Zusammenhang mit der nicht bewilligten Kundgebung durch die Innenstadt",Schriftliche Anfrage,8f0cd13f168c469d8af8631004daf50b,2015-12-16T00:00:00.000,Markus Hungerbühler,CVP,Albert Leiser,FDP,Abgeschlossen,,
"Zertifizierung bezüglich Lohngleichheit bzw. faire Löhne, Angaben zum beabsichtigten Verfahren, den Kriterien für die Wahl der Zertifizierungsgesellschaft sowie zu den Kosten",Schriftliche Anfrage,981aef7c1451409d80141a1408021e7a,2015-12-16T00:00:00.000,Onorina Bodmer,FDP,Christoph Luchsinger,FDP,Abgeschlossen,,
"Zertifizierung von Dienstabteilungen im Gesundheits- und Umweltdepartement, Übersicht über die durchgeführten und geplanten Zertifizierungen sowie über die zugrunde liegenden Normen und die damit verbundenen Kosten",Schriftliche Anfrage,6dfeef951d0e4547a6c989104ce67ea2,2016-01-20T00:00:00.000,Elisabeth Schoch,FDP,Joe A. Manser,SP,Abgeschlossen,,
Haltung der Stadt bezüglich den Baurekursen des Schauspielhauses gegen ein Mietprojekt im Erdgeschoss der Liegenschaft Rämistrasse 36,Schriftliche Anfrage,ca26ea2340594e90aa74c4784fb905b6,2016-01-27T00:00:00.000,Guy Krayenbühl,GLP,Christoph Luchsinger,FDP,Abgeschlossen,,
"Standortbedingungen für High-Tech Unternehmen bezüglich Arbeitsbewilligungen für hochqualifizierte ausländische Mitarbeitende, möglicher Handlungsbedarf zur Verbesserung der Standortattraktivität",Schriftliche Anfrage,9ec22251b77f422b9089ec4bc406f756,2016-01-27T00:00:00.000,Mario Babini,Parteilos,Michael Schmid,FDP,Abgeschlossen,,
"Landwirtschaftliche Betriebe der Stadt, mögliche Strategien für eine Verbesserung der Produktivität und für eine effizientere Bewirtschaftung",Schriftliche Anfrage,4502bee7883b40dc966c4d1032e192a8,2016-02-10T00:00:00.000,Marc Schlieper,FDP,Marcel Müller,FDP,Abgeschlossen,,
"Neubau des Alterszentrums Eichrain, Szenarien bezüglich der demographischen Entwicklung in Zürich-Nord und dem Bedarf an Altersheimplätzen sowie Berücksichtigung privater Dienstleister für die Angebotsplanung",Schriftliche Anfrage,24ea753b6df7416fbf6289070d4ac129,2016-03-09T00:00:00.000,Raphael Kobler,FDP,Severin Pflüger,FDP,Abgeschlossen,,
"Einrichtung von Schulzimmern, Aufstellung der zwingenden und fakultativen Einrichtungsgegenstände in den Schulzimmern sowie Budget der Schulleitungen für individuelle Anschaffungen",Schriftliche Anfrage,690528e5874c4580ac409a06cc3dff98,2016-03-16T00:00:00.000,Severin Pflüger,FDP,Christian Huser,FDP,Abgeschlossen,,
"Vermietung eines Anteils der Wohnungen an Sozialhilfe-Empfangende, Flüchtlinge oder vorläufig Aufgenommene bei der Vergabe eines Baurechts oder bei Gewährung von Abschreibungsbeiträgen",Postulat,c5d7f4be38e84437bc0662185dea4317,2016-03-23T00:00:00.000,Ursula Uttinger,FDP,Severin Pflüger,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Auswirkungen der geplanten Tempo 30-Zonen an der Langstrasse und entlang der Strasse «Breitensteinstrasse–Am Wasser» auf den Busbetrieb,Schriftliche Anfrage,06ba9a1d470c47db8bdc9d3e579b6c88,2016-03-23T00:00:00.000,Stefan Urech,SVP,Elisabeth Schoch,FDP,Abgeschlossen,,
"Schliessung des Quartierrestaurants Trattoria Buchzelg aufgrund von Auflagen zum Einbau einer Wärmerückgewinnungsanlage, gesetzliche Grundlagen für die Pflicht zum Einbau solcher Anlagen sowie erwartete finanzielle und energetische Effekte",Schriftliche Anfrage,118c242316f241c2ab672a6d005c1c03,2016-04-06T00:00:00.000,Urs Egger,FDP,Roger Tognella,FDP,Abgeschlossen,,
Einfluss und Kriterien der Kulturadministration bei der Vergabe von Beiträgen im Rahmen der Kulturförderung sowie Möglichkeiten für transparente und flexible Vergabemodalitäten,Schriftliche Anfrage,76c2b09983464c2e90d6e5279218de35,2016-05-11T00:00:00.000,Ann-Catherine Nabholz,GLP,Isabel Garcia,FDP,Abgeschlossen,,
Umsetzung einer departementsübergreifenden Smart-City-Strategie,Motion,1148f9a4100b4665befbfe4f356b903d,2016-05-18T00:00:00.000,Martin Luchsinger,GLP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Personenwagen der städtischen Dienstabteilungen, Erneuerung mit einem Elektromobilitätsanteil von mindestens 20 %",Postulat,576e6fc451f14384854cba855e918736,2016-05-18T00:00:00.000,Roger Tognella,FDP,Andreas Egli,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Umzonung der Familiengärten als Folge des Baus der Eishockey- und Sportarena, Gewährung der Wahlfreiheit zwischen Gemeinschaftsgarten und eigenem Familiengarten für die jetzigen Familiengartenpächtern",Postulat,ebff1ff5d8e64ddab5410f3310b55747,2016-05-25T00:00:00.000,Marcel Müller,FDP,Marc Schlieper,FDP,Abgeschlossen,Rückzug,Rückzug
Entwicklung und Bedeutung der Startup-Unternehmen in der Stadt sowie Beurteilung der gesetzlichen Rahmenbedingungen und Handlungsspielräume,Schriftliche Anfrage,536ea54fd10644eeba0073b169808617,2016-06-01T00:00:00.000,Isabel Garcia,FDP,Martin Luchsinger,GLP,Abgeschlossen,,
"Sportanlage Looren in Witikon, Bau einer Dreifachturnhalle mit Zuschauerinfrastruktur auf dem Sportplatzareal",Motion,a6e07819303048b697fadb045f327706,2016-06-08T00:00:00.000,Urs Egger,FDP,Anjushka Früh,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Warenimport im Rahmen des städtischen Beschaffungswesens, Anteil des Imports bei den Beschaffungen und finanzielle Auswirkungen des sogenannten Schweiz-Zuschlags sowie mögliche Handlungsspielräume für eine Anpassung der gesetzlichen Rahmenbedingungen",Schriftliche Anfrage,7ead382f46204b10be49e12b79651259,2016-06-08T00:00:00.000,Isabel Garcia,FDP,Shaibal Roy,GLP,Abgeschlossen,,
"Ersatzneubau der Schulanlage Schauenberg, Verzicht auf eine zweite Kunstinstallation zu Gunsten von Investitionen in die Flächen für die Freizeit- und Sportbenutzung",Postulat,155fd10a81604807b0bbfb5bf4101405,2016-06-08T00:00:00.000,Markus Merki,GLP,Isabel Garcia,FDP,Abgeschlossen,Ablehnung,Ablehnung
Umgestaltung des Bereichs zwischen Dynamo und Oberem Letten zur besseren Nutzung durch die Bevölkerung,Postulat,97246e86a53b445185c588765f4a5eca,2016-07-06T00:00:00.000,Jonas Steiner,SP,Ursula Uttinger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Pflichtenheft und Rolle der städtischen Quartierkoordination, Stellung gegenüber den Quartiervereinen sowie Angaben zu den Engagements der Vertreter der Quartierkoordination in Gremien, Vereinen und Organisationen",Schriftliche Anfrage,f3ded29a68184e3eacdfa053e755d429,2016-07-06T00:00:00.000,Raphaël Tschanz,FDP,Michael Baumer,FDP,Abgeschlossen,,
Räumung von illegal besetzten Liegenschaften zum Schutz der Nachbarn und der Quartiere vor den störenden Auswirkungen der Besetzungen,Postulat,c34cd8b9921441939468a86cdf9475cd,2016-07-06T00:00:00.000,Andreas Egli,FDP,Albert Leiser,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Illegale Besetzungen von Liegenschaften, Erfassung der Personalien der Besetzenden auf Antrag des Grund- oder Miteigentümers",Postulat,6dd93cf90cfc4cc084a722f573f81669,2016-07-06T00:00:00.000,Andreas Egli,FDP,Markus Hungerbühler,CVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Allfällige Sanierung des Schauspielhauses, unterirdische Anbindung des Schauspielhauses an das Kunsthaus und den Kunsthaus-Neubau mit Läden und Verpflegungsmöglichkeiten",Postulat,2f46ad79a92e4721b16782691a2c8963,2016-08-24T00:00:00.000,Claudia Simon,FDP,Raphaël Tschanz,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Linearbeschleuniger im Stadtspital Triemli, Auslastung und Wirtschaftlichkeitsüberlegungen zur Beschaffung von zwei Geräten, Vorgehen beim Vergabeverfahren und Zusammenarbeit mit dem Universitätsspital",Interpellation,11f0d0b40648459da407bc5dd21132fe,2016-08-24T00:00:00.000,Reto Vogelbacher,CVP,Elisabeth Schoch,FDP,Abgeschlossen,,
Aufhebung der Kap-Haltestelle Rebbergsteig der Buslinie 46 stadtauswärts,Motion,0bdaa4d9d6e44f578f746a9fe92c79c3,2016-08-24T00:00:00.000,Claudia Simon,FDP,Andreas Egli,FDP,Abgeschlossen,Umwandlung in Postulat,Ablehnung
Organisatorische Vereinfachung von Nutzungsänderungen in Schulen,Postulat,32b1933be27f466ebe06570bbfdf29ce,2016-09-21T00:00:00.000,Renate Fischer,SP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Mitarbeiterbeurteilungen des Lehrpersonals, Durchführung unter der hauptsächlichen Verantwortung der Schulleitungen und unter Mitwirkung der Kreisschulpflegen",Motion,09355dafbb90421cb60dc4d40cc5c65f,2016-09-28T00:00:00.000,Raphael Kobler,FDP,Ursula Uttinger,FDP,Abgeschlossen,Rückzug,Rückzug
"Finanzsituation des Stadtspitals Triemli, Hintergründe zu den Anlagenutzkosten und zur Wachstumsstrategie sowie strategische Möglichkeiten im Bereich der Corporate Governance und zur nachhaltigen Verbesserung der Finanzstruktur",Interpellation,04c6600c369c4ee988a59a3caa27a648,2016-09-28T00:00:00.000,Elisabeth Schoch,FDP,Rolf Müller,SVP,Abgeschlossen,,
"Besetzung des Kochareals, Einhaltung und Durchsetzung allgemeiner Vorschriften und Auflagen",Schriftliche Anfrage,ae57b2edce28487d8f207f0ba39285fc,2016-09-28T00:00:00.000,Andreas Egli,FDP,,,Abgeschlossen,,
"Städtische Altersstrategie bezüglich der Betreuung von Personen in den Alters- und Pflegezentren, Hintergründe zum möglichen Abbau von Pflegebetten sowie alternative ambulante Wohn- und Betreuungsformen",Schriftliche Anfrage,d9105bdef70d4b699d8d2eb1d3ce0ffc,2016-10-26T00:00:00.000,Raphael Kobler,FDP,Elisabeth Schoch,FDP,Abgeschlossen,,
Synergien und Einsparungen für das Triemli- und das Waidspital durch eine Zusammenarbeit mit der neuen Kantonsapotheke,Postulat,16ddd53b7c174917adeda2e9bab395f7,2016-11-23T00:00:00.000,Elisabeth Schoch,FDP,Raphael Kobler,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Verdachtsunabhängige Personenkontrollen, Richtlinien und Praxis der Stadtpolizei im Umfeld einer Lokalität von allgemeinem Publikumsinteresse sowie Handlungsmöglichkeiten bei Personen mit Verdacht auf einen straflosen Betäubungsmittelbesitz zum Eigenkonsum",Interpellation,bbfbe42c829b48ec8658c83bbf54fa7d,2016-11-30T00:00:00.000,Pablo Bünger,FDP,Marcel Müller,FDP,Abgeschlossen,,
"Bau der temporären Wohnsiedlung Zihlacker, Budget und Kosten für die Wohnsiedlung und den Spielplatz sowie Angaben zu den berücksichtigten Firmen",Schriftliche Anfrage,4554afb7edf34767a7a773e0c4e5706e,2016-11-30T00:00:00.000,Stephan Iten,SVP,Christian Huser,FDP,Abgeschlossen,,
"Vorlage eines Aufgaben- und Finanzplans (AFP), der für das erste Jahr der AFP-Periode ein positives Budget vorsieht",Postulat,b26f6c5a92914d6883f462cad295cbe5,2016-12-07T00:00:00.000,Michael Baumer,FDP,Raphaël Tschanz,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Schutz von religiösen und kulturellen Gemeinschaften vor gewalttätigen Angriffen durch eine Verlagerung des Schwergewichts der Polizeieinsätze,Postulat,cca6076bd2ea46a89cca15926c759e47,2016-12-07T00:00:00.000,Andreas Egli,FDP,Marcel Müller,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
